,file_name_top,file_name_side,nose_coordinate_top,ear_coordinate_top,hip_coordinate_top,tail_coordinate_top,left_top_coordinate_top,left_bottom_coordinate_top,right_top_coordinate_top,right_bottom_coordinate_top,nose_coordinate_side,ear_coordinate_side,hip_coordinate_side,tail_coordinate_side,left_top_coordinate_side,left_bottom_coordinate_side,right_top_coordinate_side,right_bottom_coordinate_side,nose_hip_top,nose_tail_top,ear_hip_top,ear_tail_top,nose_hip_side,nose_tail_side,ear_hip_side,ear_tail_side,length,weight
15,29_top_0_20210611_0.jpg,29_side_0_20210611_0.jpg,"[829, 679]","[1166, 932]","[2662, 817]","[2626, 901]","[1016, 1521]","[1076, 2632]","[2554, 1406]","[2650, 2518]","[1166, 589]","[1521, 613]","[2747, 697]","[2662, 799]","[1226, 1172]","[1118, 2248]","[2710, 1154]","[2939, 2200]",0.8352463962044294,0.8556920858677012,1.0155453462302222,1.0453529634963514,0.8375451772244129,0.9013821714956376,1.0800349150695554,1.1789890787298607,29,0
16,30_top_0_20210609_0.jpg,30_side_0_20210609_0.jpg,"[1034, 439]","[1154, 841]","[2686, 895]","[2638, 950]","[1130, 1454]","[1100, 2512]","[2602, 1466]","[2614, 2518]",,"[1148, 619]","[2650, 733]","[2542, 841]","[1052, 1250]","[787, 2476]","[2734, 1262]","[3029, 2476]",0.8700902810249302,0.8966943189756433,0.9452100680088127,0.9762017102289952,,,0.9433276241374268,1.038925381225363,30,0
17,30_top_0_20210611_0.jpg,30_side_0_20210611_0.jpg,"[776, 1115]","[681, 934]","[709, 443]","[659, 466]","[469, 469]","[98, 475]","[485, 972]","[124, 994]","[1117, 237]","[977, 318]","[439, 256]","[448, 297]","[415, 465]","[332, 885]","[1001, 465]","[1072, 883]",0.7293953368392545,0.7551389776420988,1.0081614081292078,1.055670283572099,0.747207969340665,0.7718846469678913,0.966718669950351,0.9977808690642757,30,0
18,31_top_0_20210609_0.jpg,31_side_0_20210609_0.jpg,"[571, 1034]","[1088, 974]","[2422, 1226]",,"[1034, 1490]","[980, 2464]","[2404, 1551]","[2362, 2536]","[661, 950]","[1184, 920]","[2608, 1022]","[2494, 1094]","[1040, 1388]","[787, 2440]","[2542, 1376]","[2771, 2428]",0.7354871714161904,,1.0157571076047296,,0.6793595690632187,0.7332382129090209,0.919656750309458,1.0127409908632994,31,0
19,31_top_0_20210609_1.jpg,31_side_0_20210609_1.jpg,"[1190, 649]","[1490, 853]","[2440, 974]","[2518, 944]","[1160, 1394]","[1124, 2380]","[2542, 1412]","[2542, 2404]","[1166, 667]","[1436, 709]","[2476, 847]",,"[1034, 1184]","[769, 2236]","[2572, 1238]","[2801, 2260]",1.083818292878958,1.0201631538958589,1.4324330293224898,1.3241711763487996,1.0079106237173217,,1.2710193942295478,,31,0
20,31_top_0_20210610_0.jpg,31_side_0_20210610_0.jpg,"[679, 733]","[1184, 757]","[2921, 775]","[2759, 895]","[1184, 1292]","[1130, 2452]","[2783, 1340]","[2789, 2476]","[535, 619]","[998, 445]","[2867, 583]","[2759, 703]","[907, 1028]","[379, 2356]","[2849, 1118]","[3275, 2452]",0.7004648366009169,0.756035815718905,0.9044991158938515,0.9980036000411381,0.6887492601898937,0.7438172633463139,0.8233348299555926,0.8991148187749786,31,0
21,37_top_0_20210609_0.jpg,37_side_0_20210609_0.jpg,"[901, 685]","[1256, 907]","[2536, 583]",,"[1160, 1466]","[1118, 2464]","[2500, 1502]","[2500, 2464]","[907, 757]","[1190, 914]","[2476, 685]",,"[1052, 1412]","[847, 2542]","[2566, 1442]","[2747, 2560]",0.7989993687074746,,1.0291057078788957,,0.8098421826665151,,1.0136878238593001,,37,0
22,40_top_0_20210609_0.jpg,40_side_0_20210609_0.jpg,"[1733, 995]","[1677, 1412]","[1829, 2696]",,"[987, 1324]","[96, 1284]","[963, 2455]","[96, 2495]","[956, 871]","[1394, 781]","[2728, 805]",,"[1202, 1490]","[950, 2464]","[2638, 1533]","[2903, 2530]",0.6216134989721859,,0.8270253084106303,,0.6101437207069715,,0.792848764539573,,40,0
23,40_top_0_20210611_0.jpg,40_side_0_20210611_0.jpg,"[2951, 673]","[2596, 974]","[1100, 1010]","[1118, 1136]","[1268, 1695]","[1280, 2572]","[2476, 1659]","[2524, 2548]","[2807, 685]","[2572, 727]","[1058, 817]","[1052, 926]","[1118, 1346]","[883, 2272]","[2500, 1358]","[2710, 2260]",0.6319134744218319,0.6383028095601733,0.7892001377551654,0.7982409902470302,0.6262315505702357,0.6420858760684973,0.7271179687301242,0.742795644308887,40,0
24,41_top_0_20210611_0.jpg,41_side_0_20210611_0.jpg,"[3293, 962]","[2921, 1148]","[1076, 1082]","[1094, 1166]","[1376, 1587]","[1400, 2452]","[2578, 1539]","[2638, 2434]","[3432, 829]","[2999, 697]","[974, 643]","[944, 775]","[1142, 1238]","[805, 2218]","[2638, 1310]","[2777, 2338]",0.532469011692456,0.5367674728220612,0.6442425923587973,0.6501292859123038,0.49915560980465884,0.5111996234751217,0.5976721678834417,0.6089736520834558,41,0
25,42_top_0_20210609_0.jpg,42_side_0_20210609_0.jpg,"[1058, 739]","[1220, 938]","[2512, 950]","[2530, 1034]","[1340, 1569]","[1310, 2350]","[2404, 1593]","[2404, 2356]","[914, 547]","[1124, 649]","[2650, 661]","[2644, 781]","[1172, 1346]","[1028, 2368]","[2566, 1358]","[2710, 2386]",0.7110438541094031,0.7027959512872274,0.8048090443948981,0.7940204021154321,0.6828903277717365,0.6962190520837158,0.7851375126294825,0.7991968404820641,42,0
26,42_top_0_20210610_0.jpg,42_side_0_20210610_0.jpg,"[679, 769]","[1076, 871]","[2656, 769]","[2590, 877]","[1364, 1527]","[1340, 2290]","[2428, 1551]","[2428, 2326]","[667, 781]","[1052, 709]","[2650, 721]","[2572, 817]","[1244, 1430]","[1094, 2344]","[2572, 1412]","[2734, 2344]",0.5261291218607698,0.5449582011287161,0.6599605480679801,0.6891704954357257,0.5542139120140416,0.5878424271160267,0.6819071123443631,0.7292992426154267,42,0
27,43_top_0_20210609_0.jpg,43_side_0_20210609_0.jpg,"[787, 1208]","[1010, 889]","[2422, 877]",,"[1196, 1665]","[1184, 2560]","[2386, 1611]","[2464, 2506]","[968, 1082]","[1208, 685]","[2837, 577]","[2759, 685]","[1256, 1508]","[1088, 2446]","[2608, 1502]","[2843, 2446]",0.6853255305548149,,0.7901405249239811,,0.5649278428872595,0.6006637098784782,0.6012496078897007,0.6455270670709657,43,0
28,43_top_0_20210609_1.jpg,43_side_0_20210609_1.jpg,"[944, 829]","[1274, 968]","[2747, 667]","[2662, 805]","[1430, 1815]","[1406, 2614]","[2500, 1815]","[2530, 2620]","[889, 679]","[1256, 607]","[2722, 325]","[2692, 469]","[1292, 1502]","[1112, 2458]","[2626, 1557]","[2807, 2524]",0.553062729516503,0.5836034083453038,0.680818147676567,0.7256095536340298,0.5121548830818984,0.5372358581206027,0.6402105499028102,0.6704964485848371,43,0
29,44_top_0_20210609_0.jpg,44_side_0_20210609_0.jpg,"[811, 998]","[1214, 901]","[2855, 889]","[2825, 1022]","[1304, 1749]","[1268, 2638]","[2452, 1743]","[2506, 2620]","[944, 1058]","[1340, 907]","[2855, 926]","[2843, 992]","[1346, 1587]","[1196, 2440]","[2626, 1641]","[2843, 2500]",0.5212146674786577,0.5328399923037059,0.646706089972203,0.6627582281030916,0.5271014292073093,0.5388609584753897,0.6460552367661497,0.6601379477230473,44,0
30,44_top_0_20210611_0.jpg,44_side_0_20210611_0.jpg,"[2933, 974]","[2452, 1094]","[547, 859]","[577, 980]","[1004, 1707]","[1028, 2584]","[2218, 1653]","[2266, 2524]","[3059, 811]","[2518, 715]","[463, 613]","[475, 769]","[703, 1442]","[325, 2620]","[2314, 1382]","[2518, 2548]",0.5017646916651451,0.5078989781821953,0.6315582643416613,0.6408108717896038,0.4798724762964789,0.5011761891494021,0.6002020985459351,0.6245854380544401,44,0
31,44_top_0_20210611_1.jpg,44_side_0_20210611_1.jpg,"[3149, 805]","[2855, 1076]","[1232, 1004]","[1244, 1070]","[1376, 1683]","[1388, 2524]","[2554, 1671]","[2590, 2518]","[2963, 721]","[2674, 661]","[1070, 793]","[1094, 853]","[1166, 1340]","[1016, 2230]","[2500, 1328]","[2704, 2182]",0.6019065947391071,0.6057201726668546,0.715771871765871,0.7209182275144157,0.5816542349660543,0.5966585414442075,0.6772183322966817,0.6954256071849375,44,0
32,45_top_0_20210609_0.jpg,45_side_0_20210609_0.jpg,"[655, 1406]","[998, 1118]","[2446, 1022]","[2314, 1142]","[1424, 1773]","[1424, 2476]","[2374, 1749]","[2416, 2458]","[391, 1058]","[775, 811]","[2434, 769]","[2302, 847]","[1238, 1466]","[1088, 2284]","[2422, 1478]","[2566, 2296]",0.507189748627581,0.5508244662389634,0.6266463076766515,0.6945807864420905,0.47143769484779713,0.5122359767422697,0.5647773455725495,0.6256427569060381,45,0
33,45_top_0_20210609_1.jpg,45_side_0_20210609_1.jpg,"[643, 1400]","[1004, 1112]","[2434, 1022]","[2314, 1154]","[1424, 1779]","[1424, 2488]","[2368, 1755]","[2410, 2452]","[355, 1046]","[757, 805]","[2422, 793]","[2290, 853]","[1232, 1454]","[1076, 2284]","[2428, 1484]","[2578, 2296]",0.5031905198960294,0.543164817123252,0.6295433139859372,0.6929917692321883,0.4701989708576745,0.5086014952621192,0.5680020819574413,0.6269227765592973,45,0
34,45_top_0_20210609_2.jpg,45_side_0_20210609_2.jpg,"[1966, 658]","[1709, 1139]","[1821, 2913]","[1757, 2929]","[1244, 1364]","[313, 1332]","[1236, 2608]","[297, 2648]","[757, 835]","[1160, 1010]","[2765, 1034]","[2741, 1088]","[1274, 1406]","[1112, 2224]","[2530, 1454]","[2686, 2302]",0.5299197403227685,0.5274960645768231,0.6783866382858481,0.6737388992045161,0.5338558414049672,0.5465831891015774,0.6853689912517843,0.7018071301796752,45,0
35,46_top_0_20210609_0.jpg,46_side_0_20210609_0.jpg,"[559, 877]","[1034, 968]","[2728, 968]","[2566, 1190]","[1172, 1527]","[1148, 2338]","[2326, 1575]","[2290, 2386]","[571, 793]","[956, 811]","[2722, 823]","[2662, 956]","[1160, 1406]","[1040, 2332]","[2458, 1382]","[2650, 2272]",0.5362794762621033,0.5761293017545907,0.687368342900234,0.7549817608342234,0.5104665694250929,0.539590707796409,0.6228672844370375,0.6603332858103618,46,0
36,46_top_0_20210611_0.jpg,46_side_0_20210611_0.jpg,"[2927, 733]","[2608, 992]","[727, 847]","[841, 1022]","[1208, 1971]",,"[2290, 1989]",,"[2771, 577]","[2488, 511]","[607, 523]","[667, 637]","[835, 1514]","[535, 2512]","[2212, 1508]","[2302, 2524]",,,,,0.461704292227475,0.48896701617486504,0.5263065348972077,0.5590922128562061,46,0
37,46_top_0_20210611_1.jpg,46_side_0_20210611_1.jpg,"[3372, 968]","[2921, 962]","[926, 950]",,"[1539, 1797]","[1557, 2596]","[2656, 1767]","[2698, 2596]","[3317, 877]","[2843, 709]","[938, 757]","[1100, 914]","[1352, 1508]","[1208, 2440]","[2668, 1539]","[2849, 2488]",0.44775986639455945,,0.5489341198923798,,0.4498832890227162,0.495955340523906,0.5465536810965893,0.6120881229330895,46,0
38,47_top_0_20210611_0.jpg,47_side_0_20210611_0.jpg,"[2993, 1016]","[2554, 1100]","[835, 1118]",,"[1166, 1743]","[1184, 2572]","[2332, 1707]","[2368, 2548]","[2969, 781]","[2542, 613]","[691, 769]",,"[920, 1352]","[697, 2386]","[2350, 1334]","[2536, 2320]",0.5336938571175979,,0.6711870113916829,,0.5266156981859166,,0.6303738403981195,,47,0
39,48_top_0_20210609_0.jpg,48_side_0_20210609_0.jpg,"[3071, 559]","[2596, 944]","[914, 1028]","[1076, 1154]","[1376, 1689]","[1442, 2512]","[2518, 1563]","[2614, 2404]","[3107, 114]","[2777, 679]","[889, 649]","[1010, 763]","[1220, 1508]","[1022, 2530]","[2620, 1502]","[2819, 2524]",0.5116272198317174,0.5505179053624532,0.6699309627725902,0.7364280272681687,0.4386382633578975,0.47965633109177186,0.568786946013535,0.619711289583344,48,0
40,48_top_0_20210611_0.jpg,48_side_0_20210611_0.jpg,"[2831, 1010]","[2440, 1262]","[349, 968]","[427, 1298]","[871, 1803]","[871, 2674]","[2073, 1785]","[2097, 2656]","[2927, 697]","[2542, 595]","[258, 637]","[270, 775]","[541, 1346]","[90, 2416]","[2103, 1328]","[2182, 2416]",0.47553653242564736,0.4921836330866542,0.5672432107471408,0.5900530734183113,0.45761782834747483,0.4783397240165319,0.5280419735217358,0.5516027803911951,48,0
41,49_top_0_20210609_0.jpg,49_side_0_20210609_0.jpg,"[727, 589]","[1088, 926]","[2698, 793]","[2710, 853]","[1521, 1743]","[1460, 2548]","[2602, 1791]","[2608, 2602]","[751, 511]","[1118, 829]","[2674, 865]","[2668, 914]","[1424, 1623]","[1202, 2488]","[2704, 1731]","[2867, 2638]",0.503780134206873,0.5019185871754402,0.6264924274757573,0.6229936767932372,0.45653398569369813,0.46556727148482274,0.5932357259776444,0.6034633717352625,49,0
42,49_top_0_20210611_0.jpg,49_side_0_20210611_0.jpg,"[2602, 463]","[2368, 883]","[433, 980]","[457, 1142]","[1004, 1743]","[1028, 2632]","[2242, 1695]","[2278, 2602]","[2867, 433]","[2602, 463]","[721, 775]","[601, 721]","[944, 1310]","[571, 2398]","[2500, 1340]","[2620, 2506]",0.5611111693458305,0.5663853333787275,0.6343292830151877,0.6409090705872941,0.5886212134765659,0.5480343991700226,0.670415106143699,0.6202556828899233,49,0
43,49_top_0_20210611_1.jpg,49_side_0_20210611_1.jpg,"[3289, 735]","[3198, 1144]","[1252, 930]","[1272, 1097]","[1497, 1718]","[1480, 2557]","[2658, 1718]","[2681, 2587]",,"[3293, 679]","[1172, 787]","[1088, 799]","[1208, 1388]","[920, 2476]","[2801, 1424]","[3107, 2524]",0.5499113400844214,0.5575800528936349,0.5800620503284539,0.588257314310061,,,0.5816912871905403,0.5606521870566464,49,0
44,50_top_0_20210609_0.jpg,50_side_0_20210609_0.jpg,"[782, 769]","[1329, 789]","[2802, 1027]","[2765, 1107]","[1520, 1681]","[1490, 2443]","[2530, 1705]","[2557, 2457]","[668, 728]","[1064, 826]","[2789, 953]","[2648, 1101]","[1316, 1628]","[1144, 2527]","[2601, 1658]","[2782, 2577]",0.47141497717841335,0.48220033221915787,0.6451044900873179,0.6638648862311274,0.46360086071174583,0.517980182795171,0.5759587578639287,0.6498369621632858,50,0
45,50_top_0_20210609_2.jpg,50_side_0_20210609_2.jpg,"[2060, 609]","[1961, 1196]","[2172, 2888]","[2288, 2893]","[878, 1254]","[49, 1263]","[922, 2333]","[125, 2387]","[906, 668]","[1342, 701]","[2705, 735]",,"[1369, 1685]","[1309, 2494]","[2460, 1681]","[2621, 2473]",0.44300121501962875,0.4397322839850466,0.5978056103503799,0.593230263010941,0.4565953741268419,,0.6043075974342537,,50,0
<<<<<<< HEAD
46,50_top_1504_20210609_1.jpg,50_side_1504_20210609_1.jpg,"[3239, 963]","[2839, 926]","[1044, 1087]","[1027, 997]",,"[1376, 2494]","[2332, 1836]","[2329, 2517]","[3148, 1017]","[2732, 943]","[1222, 1014]","[1228, 899]","[1480, 1822]","[1393, 2524]","[2426, 1873]","[2477, 2574]",,,,,0.4068363111256897,0.40030283245783876,0.514819507184869,0.5082960280680429,50,15.04
=======
46,50_top_1504_20210609_1.jpg,50_side_1504_20210609_1.jpg,"[3239, 963]","[2839, 926]","[1044, 1087]","[1027, 997]",,"[1376, 2494]","[2332, 1836]","[2329, 2517]","[3148, 1017]","[2732, 943]","[1222, 1014]","[1228, 899]","[1480, 1822]","[1393, 2524]","[2426, 1873]","[2477, 2574]",,,,,0.4068363111256897,0.40030283245783876,0.514819507184869,0.5082960280680429,50,1504
>>>>>>> aceca9f0cff1d633c324d47e8da191031c5e022d
47,51_top_0_20210609_0.jpg,51_side_0_20210609_0.jpg,"[772, 1114]","[1094, 1416]","[2705, 1410]","[2668, 1493]","[2165, 2490]","[2175, 1822]","[1238, 2450]","[1289, 1789]","[913, 1171]","[1201, 1302]","[2608, 1275]","[2634, 1339]","[2359, 2413]","[2235, 1819]","[1201, 2443]","[1289, 1856]",0.43866044611914184,0.447755680101954,0.5358752397041164,0.548503601467472,0.4293782179630585,0.42976538015194776,0.533640905703176,0.5308439868931024,51,0
48,51_top_0_20210611_0.jpg,51_side_0_20210611_0.jpg,"[883, 1027]","[1252, 1198]","[3427, 1047]","[3359, 1312]","[1591, 1802]","[1591, 2698]","[2836, 1812]","[2873, 2728]","[973, 1118]","[1275, 799]","[3406, 909]","[3296, 1077]","[1507, 1473]","[1289, 2389]","[2920, 1520]","[3161, 2504]",0.47716265507031647,0.49364545138856736,0.5590061893493921,0.580737422366595,0.48461050622457125,0.5249636558301177,0.5159885985383306,0.5639000841337205,51,0
49,52_top_0_20210609_0.jpg,52_side_0_20210609_0.jpg,"[601, 628]","[943, 980]","[2819, 795]","[2728, 940]","[1312, 1594]","[1262, 2494]","[2510, 1641]","[2507, 2514]","[621, 621]","[933, 782]","[2742, 695]","[2705, 812]","[1235, 1336]","[1057, 2302]","[2584, 1416]","[2739, 2383]",0.518712788282281,0.5420930572375803,0.6207205263265014,0.6530973359526104,0.5209367933331587,0.5420216618401459,0.6245595541174898,0.6494166251335186,52,0
50,52_top_0_20210609_1.jpg,52_side_0_20210609_1.jpg,"[587, 641]","[943, 993]","[2812, 822]","[2732, 943]","[1316, 1594]","[1262, 2490]","[2510, 1651]","[2504, 2514]","[618, 604]","[923, 775]","[2759, 685]","[2712, 816]","[1242, 1336]","[1061, 2292]","[2584, 1426]","[2739, 2376]",0.5152056775635876,0.5353456136709194,0.6212333282309245,0.6495073994161633,0.5072843061145486,0.5321894675253002,0.6063453327456688,0.6356860466661886,52,0
51,53_top_0_20210609_0.jpg,53_side_0_20210609_0.jpg,"[950, 651]","[1037, 1061]","[2702, 846]",,"[1403, 1634]","[1399, 2386]","[2400, 1614]","[2450, 2349]",,"[896, 930]","[2853, 752]",,"[1242, 1510]","[1064, 2490]","[2591, 1567]","[2779, 2541]",0.5348714991984139,,0.5672902504359982,,,,0.5549288253491499,,53,0
52,53_top_0_20210611_0.jpg,53_side_0_20210611_0.jpg,"[2873, 785]","[2577, 1212]","[416, 920]",,"[1067, 1769]","[1071, 2584]","[2205, 1742]","[2235, 2564]","[2668, 698]","[2410, 866]","[450, 735]","[497, 906]","[869, 1446]","[644, 2282]","[2091, 1403]","[2178, 2235]",0.45129059910817537,,0.5184891665494189,,0.43070461230501517,0.4586396558483464,0.5013442086310578,0.532359161378501,53,0
<<<<<<< HEAD
53,53_top_1050_20210609_1.jpg,53_side_1050_20210609_1.jpg,"[738, 681]","[1057, 963]","[2849, 963]","[2708, 1148]","[1524, 2030]",,"[2450, 2057]",,"[977, 644]","[1205, 738]","[2886, 822]","[2832, 685]","[1561, 1759]","[1450, 2510]","[2638, 1829]","[2779, 2598]",,,,,0.38251194774473024,0.37910345003738566,0.44091049300486435,0.44024580403076163,53,10.5
54,54_top_1078_20210609_0.jpg,54_side_1078_20210609_0.jpg,"[1621, 757]","[1554, 1173]","[1894, 2969]","[1711, 2812]","[878, 1487]","[210, 1478]","[860, 2396]","[193, 2400]","[829, 1020]","[1252, 990]","[2839, 846]","[2802, 933]","[1490, 1806]","[1440, 2541]","[2473, 1826]","[2601, 2537]",0.4032479398488564,0.4348222551427017,0.4975066326507527,0.5458285513679237,0.37671364193600393,0.3905084601802887,0.47760399041324275,0.4962643142382786,54,10.78
=======
